date,Doy,Daily_RMSE,GPT2w_ZTD,GAMIT_ZTD,Int,Rand
11/01/2010,11,0.15678,2.468970312,0.763017437,0.345004157,0.143362492
12/01/2010,12,0.18914,2.500941954,0.814844911,0.345004157,0.306065585
13/01/2010,13,0.19481,2.531004293,0.890821133,0.345004157,0.979065466
14/01/2010,14,0.19571,2.55913341,0.885945867,0.345004157,0.893183698
15/01/2010,15,0.19768,2.585307356,0.852349822,0.345004157,0.511349299
16/01/2010,16,0.19748,2.60950618,0.899153538,0.345004157,0.957187629
17/01/2010,17,0.19398,2.631711949,0.828017336,0.345004157,0.258619848
18/01/2010,18,0.19144,2.651908762,0.884551004,0.345004157,0.829159709
19/01/2010,19,0.19212,2.670082771,0.853788357,0.345004157,0.496559232
20/01/2010,20,0.18791,2.686222189,0.869261529,0.345004157,0.677251529
21/01/2010,21,0.18564,2.700317306,0.845954806,0.345004157,0.452789184
22/01/2010,22,0.19494,2.712360497,0.876570274,0.345004157,0.653900679
23/01/2010,23,0.19388,2.722346225,0.869377597,0.345004157,0.582588183
24/01/2010,24,0.19388,2.730271046,0.908714494,0.345004157,0.968032324
25/01/2010,25,0.18909,2.736133615,0.843195988,0.345004157,0.354884701
26/01/2010,26,0.18934,2.739934679,0.837261738,0.345004157,0.289241137
27/01/2010,27,0.18944,2.741677078,0.905195199,0.345004157,0.96583334
28/01/2010,28,0.19345,2.741365738,0.864749555,0.345004157,0.521588249
29/01/2010,29,0.19003,2.739007662,0.813373957,0.345004157,0.044390344
30/01/2010,30,0.19203,2.734611923,0.832593667,0.345004157,0.220983175
31/01/2010,31,0.16783,2.728189649,0.814250516,0.345004157,0.285973943
1/02/2010,32,0.19175,2.719754007,0.879268739,0.345004157,0.70539182
2/02/2010,33,0.19703,2.709320188,0.839268674,0.345004157,0.26302498
3/02/2010,34,0.19486,2.696905387,0.894481662,0.345004157,0.849269662
4/02/2010,35,0.19636,2.682528782,0.849240711,0.345004157,0.396236763
5/02/2010,36,0.18607,2.666211506,0.873098891,0.345004157,0.75403584
6/02/2010,37,0.19059,2.647976627,0.88570712,0.345004157,0.853153002
7/02/2010,38,0.19055,2.627849114,0.804149089,0.345004157,0.058100212
8/02/2010,39,0.19078,2.605855809,0.818760795,0.345004157,0.223910575
9/02/2010,40,0.19042,2.582025395,0.891374258,0.345004157,0.977475615
10/02/2010,41,0.17221,2.55638836,0.858434992,0.345004157,0.855819989
11/02/2010,42,0.19368,2.52897696,0.866082849,0.345004157,0.745009968
12/02/2010,43,0.18964,2.499825181,0.868380918,0.345004157,0.837542436
13/02/2010,44,0.19368,2.468968698,0.861636984,0.345004157,0.760559573
14/02/2010,45,0.19023,2.436444834,0.871983177,0.345004157,0.931045366
15/02/2010,46,0.18899,2.402292512,0.806456311,0.345004157,0.32232903
16/02/2010,47,0.19197,2.366552212,0.807357861,0.345004157,0.337284836
17/02/2010,48,0.18956,2.329265922,0.785135506,0.345004157,0.176447567
18/02/2010,49,0.18601,2.290477089,0.839088644,0.345004157,0.790267781
19/02/2010,50,0.1857,2.250230566,0.833477665,0.345004157,0.777504517
20/02/2010,51,0.18965,2.208572561,0.807203653,0.345004157,0.516922405
21/02/2010,52,0.18917,2.165550583,0.838681718,0.345004157,0.879525028
22/02/2010,53,0.19212,2.121213383,0.796568437,0.345004157,0.473229422
23/02/2010,54,0.19076,2.075610902,0.835309954,0.345004157,0.919847069
24/02/2010,55,0.19143,2.02879421,0.781676731,0.345004157,0.423631532
25/02/2010,56,0.18813,1.980815444,0.816709195,0.345004157,0.854934937
26/02/2010,57,0.18995,1.931727751,0.762065116,0.345004157,0.339381845
27/02/2010,58,0.19109,1.881585227,0.812505271,0.345004157,0.882525919
28/02/2010,59,0.19014,1.830442849,0.7758548,0.345004157,0.576663581
1/03/2010,60,0.18594,1.778356416,0.777776396,0.345004157,0.689965977
2/03/2010,61,0.18516,1.725382481,0.708561379,0.345004157,0.058589742
3/03/2010,62,0.1841,1.671578289,0.777926638,0.345004157,0.816646521
4/03/2010,63,0.1878,1.617001708,0.717498141,0.345004157,0.229938134
5/03/2010,64,0.18949,1.561711165,0.726404394,0.345004157,0.357391206
6/03/2010,65,0.18822,1.505765574,0.729124821,0.345004157,0.453241065
7/03/2010,66,0.19022,1.449224273,0.766622174,0.345004157,0.864755897
8/03/2010,67,0.19239,1.392146954,0.697643509,0.345004157,0.21034657
9/03/2010,68,0.19719,1.334593595,0.741327036,0.345004157,0.656735199
10/03/2010,69,0.18994,1.276624389,0.688097542,0.345004157,0.254909469
11/03/2010,70,0.18927,1.218299677,0.679575142,0.345004157,0.234710174
12/03/2010,71,0.16455,1.159679881,0.650792134,0.345004157,0.252699886
13/03/2010,72,0.18914,1.100825431,0.701577571,0.345004157,0.573508712
14/03/2010,73,0.18785,1.041796699,0.724574286,0.345004157,0.875404597
15/03/2010,74,0.18576,0.982653927,0.707059709,0.345004157,0.78030159
16/03/2010,75,0.19006,0.923457165,0.69347957,0.345004157,0.660696965
17/03/2010,76,0.18479,0.864266194,0.698216562,0.345004157,0.819957861
18/03/2010,77,0.18961,0.805140466,0.647667106,0.345004157,0.325389025
19/03/2010,78,0.18741,0.746139034,0.614274875,0.345004157,0.07246815
20/03/2010,79,0.18861,0.687320484,0.655333974,0.345004157,0.529877692
21/03/2010,80,0.18696,0.62874287,0.612617492,0.345004157,0.177790488
22/03/2010,81,0.16601,0.570463648,0.625543759,0.345004157,0.574832376
23/03/2010,82,0.1952,0.512539615,0.635368027,0.345004157,0.439099086
24/03/2010,83,0.19106,0.455026841,0.639499284,0.345004157,0.579324433
25/03/2010,84,0.19111,0.397980607,0.6432514,0.345004157,0.673391826
26/03/2010,85,0.19173,0.341455346,0.631730206,0.345004157,0.608505146
27/03/2010,86,0.19087,0.285504581,0.655261588,0.345004157,0.908369735
28/03/2010,87,0.1903,0.230180865,0.628654671,0.345004157,0.70332428
29/03/2010,88,0.19182,0.175535722,0.641146334,0.345004157,0.867686046
30/03/2010,89,0.19291,0.121619594,0.55900656,0.345004157,0.089304434
31/03/2010,90,0.18811,0.06848178,0.634644955,0.345004157,0.946826205
1/04/2010,91,0.16236,0.016170387,0.579397046,0.345004157,0.704158502
2/04/2010,92,0.19004,-0.035267725,0.591099711,0.345004157,0.59582327
3/04/2010,93,0.19031,-0.085786994,0.599271129,0.345004157,0.725356722
4/04/2010,94,0.19014,-0.135343206,0.527672343,0.345004157,0.060625066
5/04/2010,95,0.19203,-0.183893539,0.52312528,0.345004157,0.044804768
6/04/2010,96,0.19194,-0.231396615,0.59388816,0.345004157,0.800836646
7/04/2010,97,0.18808,-0.277812539,0.5944437,0.345004157,0.891407969
8/04/2010,98,0.18631,-0.323102944,0.571804747,0.345004157,0.728008842
9/04/2010,99,0.18834,-0.367231031,0.502840898,0.345004157,0.062198446
10/04/2010,100,0.19031,-0.410161608,0.513387519,0.345004157,0.19089523
11/04/2010,101,0.16419,-0.451861124,0.49817129,0.345004157,0.341632452
12/04/2010,102,0.18845,-0.492297708,0.487270838,0.345004157,0.030464522
13/04/2010,103,0.18806,-0.531441199,0.557029866,0.345004157,0.771098296
14/04/2010,104,0.18641,-0.569263175,0.499481354,0.345004157,0.249935145
15/04/2010,105,0.18938,-0.605736984,0.488838284,0.345004157,0.150278257
16/04/2010,106,0.1891,-0.640837771,0.487354113,0.345004157,0.173337336
17/04/2010,107,0.1884,-0.674542497,0.497187805,0.345004157,0.312378977
18/04/2010,108,0.18946,-0.706829965,0.486011245,0.345004157,0.222300849
19/04/2010,109,0.18905,-0.737680842,0.546061597,0.345004157,0.857755241
20/04/2010,110,0.18903,-0.767077667,0.50787995,0.345004157,0.505535601
21/04/2010,111,0.17971,-0.795004876,0.489008565,0.345004157,0.437948958
22/04/2010,112,0.18858,-0.82144881,0.456589447,0.345004157,0.05150171
23/04/2010,113,0.18969,-0.846397725,0.46727506,0.345004157,0.172206754
24/04/2010,114,0.18884,-0.869841802,0.479277891,0.345004157,0.324179144
25/04/2010,115,0.18698,-0.891773152,0.46373845,0.345004157,0.209316084
26/04/2010,116,0.18709,-0.912185819,0.511420201,0.345004157,0.705446262
27/04/2010,117,0.19397,-0.931075781,0.526839714,0.345004157,0.809731351
28/04/2010,118,0.19265,-0.948440951,0.499833098,0.345004157,0.570230363
29/04/2010,119,0.20017,-0.96428117,0.511485573,0.345004157,0.627395337
30/04/2010,120,0.19424,-0.978598205,0.494377717,0.345004157,0.529933803
1/05/2010,121,0.16337,-0.991395736,0.41942196,0.345004157,0.101873773
2/05/2010,122,0.18707,-1.002679351,0.432720896,0.345004157,0.00914674
3/05/2010,123,0.19087,-1.012456529,0.52833681,0.345004157,0.937083057
4/05/2010,124,0.19007,-1.020736628,0.459220419,0.345004157,0.262199252
5/05/2010,125,0.18701,-1.027530865,0.519905067,0.345004157,0.906439969
6/05/2010,126,0.18866,-1.032852299,0.432015161,0.345004157,0.016362344
7/05/2010,127,0.18545,-1.036715806,0.510180805,0.345004157,0.833982292
8/05/2010,128,0.18741,-1.039138059,0.48910488,0.345004157,0.60604529
9/05/2010,129,0.19971,-1.040137501,0.464781293,0.345004157,0.240808866
10/05/2010,130,0.183568,-1.039734314,0.48910488,0.345004157,0.337530085
11/05/2010,131,0.16155,-1.037950393,0.476955403,0.345004157,0.741962858
12/05/2010,132,0.18512,-1.034809309,0.514359445,0.345004157,0.877162195
13/05/2010,133,0.18727,-1.030336279,0.509421142,0.345004157,0.801806133
14/05/2010,134,0.1909,-1.02455813,0.490102643,0.345004157,0.566542989
15/05/2010,135,0.18461,-1.017503255,0.432825807,0.345004157,0.049619756
16/05/2010,136,0.18635,-1.009201579,0.48891343,0.345004157,0.584794314
17/05/2010,137,0.18387,-0.999684518,0.485159855,0.345004157,0.562541502
18/05/2010,138,0.18503,-0.988984927,0.512148405,0.345004157,0.810127414
19/05/2010,139,0.18666,-0.977137066,0.446635985,0.345004157,0.126855353
20/05/2010,140,0.18595,-0.964176543,0.479259187,0.345004157,0.447226843
21/05/2010,141,0.16177,-0.950140274,0.449242745,0.345004157,0.374826154
22/05/2010,142,0.18914,-0.935066425,0.468783585,0.345004157,0.281460713
23/05/2010,143,0.17967,-0.918994368,0.467361281,0.345004157,0.345865611
24/05/2010,144,0.18213,-0.90196462,0.513202465,0.345004157,0.762647701
25/05/2010,145,0.19072,-0.884018798,0.542654644,0.345004157,0.953323671
26/05/2010,146,0.18446,-0.865199555,0.528957325,0.345004157,0.860131234
27/05/2010,147,0.19297,-0.845550527,0.536332224,0.345004157,0.829131197
28/05/2010,148,0.1968,-0.825116275,0.555118017,0.345004157,0.958254877
29/05/2010,149,0.18862,-0.803942227,0.543938602,0.345004157,0.907086684
30/05/2010,150,0.18887,-0.782074615,0.522713897,0.345004157,0.670472014
31/05/2010,151,0.17005,-0.759560415,0.508745044,0.345004157,0.696469284
1/06/2010,152,0.18769,-0.736447287,0.556646716,0.345004157,0.975972882
2/06/2010,153,0.18567,-0.712783511,0.505851928,0.345004157,0.464561227
3/06/2010,154,0.18788,-0.688617923,0.49015472,0.345004157,0.261323559
4/06/2010,155,0.18172,-0.663999852,0.469927611,0.345004157,0.096034396
5/06/2010,156,0.18401,-0.638979056,0.539238888,0.345004157,0.741226364
6/06/2010,157,0.18259,-0.613605655,0.534589511,0.345004157,0.683559193
7/06/2010,158,0.18818,-0.587930068,0.505139157,0.345004157,0.307480069
8/06/2010,159,0.18668,-0.562002946,0.503000838,0.345004157,0.275169755
9/06/2010,160,0.18693,-0.535875105,0.527607677,0.345004157,0.492610306
10/06/2010,161,0.16068,-0.509597464,0.51582756,0.345004157,0.611031497
11/06/2010,162,0.18196,-0.483220972,0.531200484,0.345004157,0.525584245
12/06/2010,163,0.18702,-0.456796549,0.582599476,0.345004157,0.962549738
13/06/2010,164,0.18763,-0.430375015,0.528890206,0.345004157,0.392935511
14/06/2010,165,0.18581,-0.404007026,0.567046335,0.345004157,0.766328813
15/06/2010,166,0.18497,-0.377743009,0.551902619,0.345004157,0.597027628
16/06/2010,167,0.18231,-0.351633095,0.552232489,0.345004157,0.60081642
17/06/2010,168,0.18348,-0.325727054,0.579553577,0.345004157,0.836421254
18/06/2010,169,0.18048,-0.300074232,0.556042896,0.345004157,0.605661624
19/06/2010,170,0.18021,-0.274723486,0.544093234,0.345004157,0.463514261
20/06/2010,171,0.15517,-0.249723122,0.49183682,0.345004157,0.166349755
21/06/2010,172,0.18152,-0.22512083,0.512922395,0.345004157,0.089103211
22/06/2010,173,0.18288,-0.200963624,0.548647537,0.345004157,0.408597425
23/06/2010,174,0.18773,-0.177297781,0.563404299,0.345004157,0.483999208
24/06/2010,175,0.18841,-0.15416878,0.569506637,0.345004157,0.51509358
25/06/2010,176,0.18674,-0.131621244,0.540689683,0.345004157,0.22107651
26/06/2010,177,0.18884,-0.109698883,0.61133426,0.345004157,0.884599912
27/06/2010,178,0.18318,-0.088444434,0.611712451,0.345004157,0.923727376
28/06/2010,179,0.1901,-0.067899607,0.564064981,0.345004157,0.357507854
29/06/2010,180,0.18754,-0.048105034,0.621292226,0.345004157,0.935585727
30/06/2010,181,0.16645,-0.029100211,0.572268184,0.345004157,0.637240487
1/07/2010,182,0.18945,-0.010923449,0.629775103,0.345004157,0.964132908
2/07/2010,183,0.18817,0.006388175,0.550648645,0.345004157,0.16835671
3/07/2010,184,0.18799,0.022798871,0.55854435,0.345004157,0.23270306
4/07/2010,185,0.18908,0.038274176,0.54042591,0.345004157,0.025143352
5/07/2010,186,0.18465,0.052781004,0.540671896,0.345004157,0.057396386
6/07/2010,187,0.18747,0.06628769,0.633645514,0.345004157,0.945425886
7/07/2010,188,0.18697,0.078764028,0.600268546,0.345004157,0.604179868
8/07/2010,189,0.18684,0.090181316,0.579231243,0.345004157,0.383689544
9/07/2010,190,0.1871,0.100512387,0.633860452,0.345004157,0.917050565
10/07/2010,191,0.16351,0.109731655,0.597909864,0.345004157,0.784225415
11/07/2010,192,0.18884,0.117815138,0.598321602,0.345004157,0.526959319
12/07/2010,193,0.18369,0.124740501,0.57526746,0.345004157,0.340992531
13/07/2010,194,0.18204,0.130487077,0.600873519,0.345004157,0.607806546
14/07/2010,195,0.18114,0.135035902,0.570934227,0.345004157,0.312864801
15/07/2010,196,0.18654,0.138369737,0.586832201,0.345004157,0.414510707
16/07/2010,197,0.18188,0.140473094,0.566442877,0.345004157,0.255114108
17/07/2010,198,0.18339,0.141332258,0.64049135,0.345004157,0.979639672
18/07/2010,199,0.18613,0.140935303,0.608246424,0.345004157,0.63018737
19/07/2010,200,0.18775,0.139272113,0.59670881,0.345004157,0.500274423
20/07/2010,201,0.16309,0.136334397,0.54229229,0.345004157,0.205646935
21/07/2010,202,0.17862,0.132115701,0.543422687,0.345004157,0.065869597
22/07/2010,203,0.18534,0.126611417,0.636422765,0.345004157,0.934174663
23/07/2010,204,0.18903,0.119818792,0.606505136,0.345004157,0.604890998
24/07/2010,205,0.18322,0.111736938,0.568175337,0.345004157,0.287774863
25/07/2010,206,0.1853,0.102366831,0.553916256,0.345004157,0.133754167
26/07/2010,207,0.18561,0.091711311,0.620041877,0.345004157,0.802565895
27/07/2010,208,0.1851,0.079775088,0.634714276,0.345004157,0.966326109
28/07/2010,209,0.18461,0.066564733,0.592395478,0.345004157,0.561248475
29/07/2010,210,0.18243,0.052088674,0.603331945,0.345004157,0.70688921
30/07/2010,211,0.18167,0.036357188,0.615706208,0.345004157,0.853963323
31/07/2010,212,0.18159,0.019382392,0.623307708,0.345004157,0.947753123
1/08/2010,213,0.18566,0.001178229,0.586853547,0.345004157,0.56071567
2/08/2010,214,0.17799,-0.018239546,0.547895254,0.345004157,0.26725052
3/08/2010,215,0.18133,-0.038853381,0.575254821,0.345004157,0.528060022
4/08/2010,216,0.1802,-0.060643952,0.559849962,0.345004157,0.407102001
5/08/2010,217,0.18448,-0.083590176,0.540953298,0.345004157,0.198281593
6/08/2010,218,0.18248,-0.107669242,0.613827384,0.345004157,0.971101516
7/08/2010,219,0.17954,-0.132856632,0.540976331,0.345004157,0.297178379
8/08/2010,220,0.1807,-0.159126152,0.606377103,0.345004157,0.965855615
9/08/2010,221,0.1642,-0.186449959,0.577213018,0.345004157,0.866538575
10/08/2010,222,0.1812,-0.214798595,0.529439841,0.345004157,0.247155439
11/08/2010,223,0.18391,-0.244141021,0.588718542,0.345004157,0.842184873
12/08/2010,224,0.19189,-0.274444653,0.513148067,0.345004157,0.036983754
13/08/2010,225,0.18758,-0.305675397,0.555760553,0.345004157,0.537439363
14/08/2010,226,0.18298,-0.337797693,0.580115204,0.345004157,0.859108167
15/08/2010,227,0.18304,-0.370774555,0.5850762,0.345004157,0.941094989
16/08/2010,228,0.18115,-0.404567614,0.561359343,0.345004157,0.756619474
17/08/2010,229,0.18257,-0.439137163,0.564995109,0.345004157,0.813346682
18/08/2010,230,0.18503,-0.474442205,0.553904303,0.345004157,0.713143669
19/08/2010,231,0.15913,-0.510440502,0.49449545,0.345004157,0.414053435
20/08/2010,232,0.18405,-0.547088622,0.565311859,0.345004157,0.909665645
21/08/2010,233,0.18853,-0.584341995,0.525252339,0.345004157,0.501523816
22/08/2010,234,0.18635,-0.622154962,0.480585184,0.345004157,0.114465238
23/08/2010,235,0.18371,-0.660480834,0.547735825,0.345004157,0.850697514
24/08/2010,236,0.18495,-0.699271942,0.460317653,0.345004157,0.002906903
25/08/2010,237,0.18321,-0.738479699,0.544601867,0.345004157,0.902356801
26/08/2010,238,0.1853,-0.778054658,0.539492599,0.345004157,0.869939077
27/08/2010,239,0.18474,-0.817946568,0.500202427,0.345004157,0.522529273
28/08/2010,240,0.18067,-0.858104438,0.454596752,0.345004157,0.147330389
29/08/2010,241,0.16557,-0.898476595,0.509856854,0.345004157,0.891303565
30/08/2010,242,0.18336,-0.939010751,0.490309842,0.345004157,0.5584676
31/08/2010,243,0.18714,-0.979654061,0.474497365,0.345004157,0.403186139
1/09/2010,244,0.18417,-1.020353193,0.496670062,0.345004157,0.695312243
2/09/2010,245,0.18231,-1.061054385,0.489484375,0.345004157,0.682756566
3/09/2010,246,0.18456,-1.101703519,0.422582451,0.345004157,0.031886461
4/09/2010,247,0.18022,-1.14224618,0.44070192,0.345004157,0.297023814
5/09/2010,248,0.18463,-1.182627724,0.490606076,0.345004157,0.792346921
6/09/2010,249,0.18245,-1.222793347,0.458675221,0.345004157,0.53500399
7/09/2010,250,0.18377,-1.26268815,0.497572037,0.345004157,0.950666957
8/09/2010,251,0.16785,-1.302257204,0.383775986,0.345004157,0.011475496
9/09/2010,252,0.18676,-1.341445624,0.49291977,0.345004157,0.953001752
10/09/2010,253,0.18758,-1.380198629,0.464189498,0.345004157,0.696252044
11/09/2010,254,0.18705,-1.418461612,0.435510622,0.345004157,0.453026262
12/09/2010,255,0.18739,-1.45618021,0.434024913,0.345004157,0.472487769
13/09/2010,256,0.1881,-1.493300366,0.417265766,0.345004157,0.334916455
14/09/2010,257,0.18734,-1.529768401,0.439790657,0.345004157,0.604233401
15/09/2010,258,0.18341,-1.565531076,0.406951426,0.345004157,0.350903771
16/09/2010,259,0.19184,-1.600535659,0.418818872,0.345004157,0.420282815
17/09/2010,260,0.18473,-1.634729994,0.397375446,0.345004157,0.311142883
18/09/2010,261,0.16556,-1.668062562,0.391693509,0.345004157,0.479356085
19/09/2010,262,0.18714,-1.700482545,0.397142688,0.345004157,0.350467855
20/09/2010,263,0.18728,-1.731939892,0.449085789,0.345004157,0.899956218
21/09/2010,264,0.18454,-1.762385381,0.427893258,0.345004157,0.745876394
22/09/2010,265,0.18874,-1.791770681,0.453665764,0.345004157,0.990986752
23/09/2010,266,0.19048,-1.82004841,0.383668488,0.345004157,0.301891727
24/09/2010,267,0.1882,-1.8471722,0.349568105,0.345004157,0.010811685
25/09/2010,268,0.18472,-1.87309675,0.438954216,0.345004157,0.96539734
26/09/2010,269,0.18288,-1.897777888,0.359215117,0.345004157,0.211087494
27/09/2010,270,0.18605,-1.921172626,0.341971262,0.345004157,0.030343676
28/09/2010,271,0.15992,-1.943239213,0.345638486,0.345004157,0.350382504
29/09/2010,272,0.18275,-1.963937191,0.40973076,0.345004157,0.783703227
30/09/2010,273,0.18867,-1.983227447,0.355870618,0.345004157,0.205192058
1/10/2010,274,0.19083,-2.00107226,0.378040104,0.345004157,0.423131733
2/10/2010,275,0.19343,-2.017435357,0.369595728,0.345004157,0.329051069
3/10/2010,276,0.19342,-2.032281953,0.367533526,0.345004157,0.323375647
4/10/2010,277,0.19178,-2.045578802,0.409145395,0.345004157,0.769191183
5/10/2010,278,0.19491,-2.057294238,0.408652078,0.345004157,0.744673451
6/10/2010,279,0.19923,-2.067398218,0.387778368,0.345004157,0.502840328
7/10/2010,280,0.19377,-2.075862365,0.425474915,0.345004157,0.942869942
8/10/2010,281,0.16723,-2.08266,0.307888454,0.345004157,0.039202971
9/10/2010,282,0.18803,-2.087766187,0.33202608,0.345004157,0.077685419
10/10/2010,283,0.1845,-2.091157759,0.389253551,0.345004157,0.6886517
11/10/2010,284,0.18506,-2.092813358,0.383331945,0.345004157,0.625491237
12/10/2010,285,0.19001,-2.092713459,0.40483585,0.345004157,0.790930397
13/10/2010,286,0.18683,-2.090840404,0.361369153,0.345004157,0.386190365
14/10/2010,287,0.18732,-2.087178422,0.377364866,0.345004157,0.537585512
15/10/2010,288,0.18283,-2.08171366,0.419250643,0.345004157,0.995878522
16/10/2010,289,0.18434,-2.0744342,0.400530197,0.345004157,0.786294601
17/10/2010,290,0.19002,-2.065330078,0.331464963,0.345004157,0.029738145
18/10/2010,291,0.15692,-2.054393305,0.3683035,0.345004157,0.718186738
19/10/2010,292,0.18816,-2.041617879,0.394852847,0.345004157,0.658504779
20/10/2010,293,0.18596,-2.0269998,0.365631339,0.345004157,0.373671626
21/10/2010,294,0.18602,-2.010537078,0.406038601,0.345004157,0.760681525
22/10/2010,295,0.18728,-1.992229743,0.424052552,0.345004157,0.909913692
23/10/2010,296,0.18391,-1.972079848,0.412011403,0.345004157,0.803052309
24/10/2010,297,0.18895,-1.950091476,0.386202804,0.345004157,0.472577952
25/10/2010,298,0.19159,-1.926270741,0.357691096,0.345004157,0.137240129
26/10/2010,299,0.19251,-1.900625781,0.407088249,0.345004157,0.596366699
27/10/2010,300,0.19029,-1.87316676,0.386751834,0.345004157,0.387743531
